index,label,lr_path,hr_path,split
245,1,E:\TT_exported\test\easy\lr\000000245.png,E:\TT_exported\test\easy\hr\000000245.png,test\easy
246,1,E:\TT_exported\test\easy\lr\000000246.png,E:\TT_exported\test\easy\hr\000000246.png,test\easy
247,9,E:\TT_exported\test\easy\lr\000000247.png,E:\TT_exported\test\easy\hr\000000247.png,test\easy
248,8,E:\TT_exported\test\easy\lr\000000248.png,E:\TT_exported\test\easy\hr\000000248.png,test\easy
249,7,E:\TT_exported\test\easy\lr\000000249.png,E:\TT_exported\test\easy\hr\000000249.png,test\easy
250,6,E:\TT_exported\test\easy\lr\000000250.png,E:\TT_exported\test\easy\hr\000000250.png,test\easy
251,5,E:\TT_exported\test\easy\lr\000000251.png,E:\TT_exported\test\easy\hr\000000251.png,test\easy
252,4,E:\TT_exported\test\easy\lr\000000252.png,E:\TT_exported\test\easy\hr\000000252.png,test\easy
253,3,E:\TT_exported\test\easy\lr\000000253.png,E:\TT_exported\test\easy\hr\000000253.png,test\easy
254,2,E:\TT_exported\test\easy\lr\000000254.png,E:\TT_exported\test\easy\hr\000000254.png,test\easy
255,1,E:\TT_exported\test\easy\lr\000000255.png,E:\TT_exported\test\easy\hr\000000255.png,test\easy
256,18,E:\TT_exported\test\easy\lr\000000256.png,E:\TT_exported\test\easy\hr\000000256.png,test\easy
257,16,E:\TT_exported\test\easy\lr\000000257.png,E:\TT_exported\test\easy\hr\000000257.png,test\easy
258,14,E:\TT_exported\test\easy\lr\000000258.png,E:\TT_exported\test\easy\hr\000000258.png,test\easy
259,12,E:\TT_exported\test\easy\lr\000000259.png,E:\TT_exported\test\easy\hr\000000259.png,test\easy
260,2,E:\TT_exported\test\easy\lr\000000260.png,E:\TT_exported\test\easy\hr\000000260.png,test\easy
261,4,E:\TT_exported\test\easy\lr\000000261.png,E:\TT_exported\test\easy\hr\000000261.png,test\easy
262,6,E:\TT_exported\test\easy\lr\000000262.png,E:\TT_exported\test\easy\hr\000000262.png,test\easy
263,8,E:\TT_exported\test\easy\lr\000000263.png,E:\TT_exported\test\easy\hr\000000263.png,test\easy
264,10,E:\TT_exported\test\easy\lr\000000264.png,E:\TT_exported\test\easy\hr\000000264.png,test\easy
265,12,E:\TT_exported\test\easy\lr\000000265.png,E:\TT_exported\test\easy\hr\000000265.png,test\easy
266,2,E:\TT_exported\test\easy\lr\000000266.png,E:\TT_exported\test\easy\hr\000000266.png,test\easy
267,4,E:\TT_exported\test\easy\lr\000000267.png,E:\TT_exported\test\easy\hr\000000267.png,test\easy
268,6,E:\TT_exported\test\easy\lr\000000268.png,E:\TT_exported\test\easy\hr\000000268.png,test\easy
269,8,E:\TT_exported\test\easy\lr\000000269.png,E:\TT_exported\test\easy\hr\000000269.png,test\easy
270,10,E:\TT_exported\test\easy\lr\000000270.png,E:\TT_exported\test\easy\hr\000000270.png,test\easy
271,12,E:\TT_exported\test\easy\lr\000000271.png,E:\TT_exported\test\easy\hr\000000271.png,test\easy
272,16,E:\TT_exported\test\easy\lr\000000272.png,E:\TT_exported\test\easy\hr\000000272.png,test\easy
273,20,E:\TT_exported\test\easy\lr\000000273.png,E:\TT_exported\test\easy\hr\000000273.png,test\easy
274,24,E:\TT_exported\test\easy\lr\000000274.png,E:\TT_exported\test\easy\hr\000000274.png,test\easy
275,28,E:\TT_exported\test\easy\lr\000000275.png,E:\TT_exported\test\easy\hr\000000275.png,test\easy
276,32,E:\TT_exported\test\easy\lr\000000276.png,E:\TT_exported\test\easy\hr\000000276.png,test\easy
277,36,E:\TT_exported\test\easy\lr\000000277.png,E:\TT_exported\test\easy\hr\000000277.png,test\easy
278,40,E:\TT_exported\test\easy\lr\000000278.png,E:\TT_exported\test\easy\hr\000000278.png,test\easy
279,36,E:\TT_exported\test\easy\lr\000000279.png,E:\TT_exported\test\easy\hr\000000279.png,test\easy
280,32,E:\TT_exported\test\easy\lr\000000280.png,E:\TT_exported\test\easy\hr\000000280.png,test\easy
281,28,E:\TT_exported\test\easy\lr\000000281.png,E:\TT_exported\test\easy\hr\000000281.png,test\easy
282,24,E:\TT_exported\test\easy\lr\000000282.png,E:\TT_exported\test\easy\hr\000000282.png,test\easy
283,20,E:\TT_exported\test\easy\lr\000000283.png,E:\TT_exported\test\easy\hr\000000283.png,test\easy
284,16,E:\TT_exported\test\easy\lr\000000284.png,E:\TT_exported\test\easy\hr\000000284.png,test\easy
285,12,E:\TT_exported\test\easy\lr\000000285.png,E:\TT_exported\test\easy\hr\000000285.png,test\easy
286,10,E:\TT_exported\test\easy\lr\000000286.png,E:\TT_exported\test\easy\hr\000000286.png,test\easy
287,8,E:\TT_exported\test\easy\lr\000000287.png,E:\TT_exported\test\easy\hr\000000287.png,test\easy
288,6,E:\TT_exported\test\easy\lr\000000288.png,E:\TT_exported\test\easy\hr\000000288.png,test\easy
289,4,E:\TT_exported\test\easy\lr\000000289.png,E:\TT_exported\test\easy\hr\000000289.png,test\easy
290,tripe,E:\TT_exported\test\easy\lr\000000290.png,E:\TT_exported\test\easy\hr\000000290.png,test\easy
291,Marinated,E:\TT_exported\test\easy\lr\000000291.png,E:\TT_exported\test\easy\hr\000000291.png,test\easy
292,Marinated,E:\TT_exported\test\easy\lr\000000292.png,E:\TT_exported\test\easy\hr\000000292.png,test\easy
293,sausage,E:\TT_exported\test\easy\lr\000000293.png,E:\TT_exported\test\easy\hr\000000293.png,test\easy
294,skin,E:\TT_exported\test\easy\lr\000000294.png,E:\TT_exported\test\easy\hr\000000294.png,test\easy
295,brisket,E:\TT_exported\test\easy\lr\000000295.png,E:\TT_exported\test\easy\hr\000000295.png,test\easy
296,Beef,E:\TT_exported\test\easy\lr\000000296.png,E:\TT_exported\test\easy\hr\000000296.png,test\easy
297,and,E:\TT_exported\test\easy\lr\000000297.png,E:\TT_exported\test\easy\hr\000000297.png,test\easy
298,with,E:\TT_exported\test\easy\lr\000000298.png,E:\TT_exported\test\easy\hr\000000298.png,test\easy
299,Wonton,E:\TT_exported\test\easy\lr\000000299.png,E:\TT_exported\test\easy\hr\000000299.png,test\easy
300,ball,E:\TT_exported\test\easy\lr\000000300.png,E:\TT_exported\test\easy\hr\000000300.png,test\easy
301,Meat,E:\TT_exported\test\easy\lr\000000301.png,E:\TT_exported\test\easy\hr\000000301.png,test\easy
302,ball,E:\TT_exported\test\easy\lr\000000302.png,E:\TT_exported\test\easy\hr\000000302.png,test\easy
303,Cuttlefish,E:\TT_exported\test\easy\lr\000000303.png,E:\TT_exported\test\easy\hr\000000303.png,test\easy
304,ball,E:\TT_exported\test\easy\lr\000000304.png,E:\TT_exported\test\easy\hr\000000304.png,test\easy
305,Crabmeat,E:\TT_exported\test\easy\lr\000000305.png,E:\TT_exported\test\easy\hr\000000305.png,test\easy
306,ball,E:\TT_exported\test\easy\lr\000000306.png,E:\TT_exported\test\easy\hr\000000306.png,test\easy
307,Beef,E:\TT_exported\test\easy\lr\000000307.png,E:\TT_exported\test\easy\hr\000000307.png,test\easy
308,ball,E:\TT_exported\test\easy\lr\000000308.png,E:\TT_exported\test\easy\hr\000000308.png,test\easy
309,Fish,E:\TT_exported\test\easy\lr\000000309.png,E:\TT_exported\test\easy\hr\000000309.png,test\easy
310,M,E:\TT_exported\test\easy\lr\000000310.png,E:\TT_exported\test\easy\hr\000000310.png,test\easy
311,M,E:\TT_exported\test\easy\lr\000000311.png,E:\TT_exported\test\easy\hr\000000311.png,test\easy
312,8,E:\TT_exported\test\easy\lr\000000312.png,E:\TT_exported\test\easy\hr\000000312.png,test\easy
313,6,E:\TT_exported\test\easy\lr\000000313.png,E:\TT_exported\test\easy\hr\000000313.png,test\easy
314,5,E:\TT_exported\test\easy\lr\000000314.png,E:\TT_exported\test\easy\hr\000000314.png,test\easy
315,4,E:\TT_exported\test\easy\lr\000000315.png,E:\TT_exported\test\easy\hr\000000315.png,test\easy
316,3,E:\TT_exported\test\easy\lr\000000316.png,E:\TT_exported\test\easy\hr\000000316.png,test\easy
317,2,E:\TT_exported\test\easy\lr\000000317.png,E:\TT_exported\test\easy\hr\000000317.png,test\easy
318,1,E:\TT_exported\test\easy\lr\000000318.png,E:\TT_exported\test\easy\hr\000000318.png,test\easy
319,REILLY,E:\TT_exported\test\easy\lr\000000319.png,E:\TT_exported\test\easy\hr\000000319.png,test\easy
320,O',E:\TT_exported\test\easy\lr\000000320.png,E:\TT_exported\test\easy\hr\000000320.png,test\easy
321,2012-,E:\TT_exported\test\easy\lr\000000321.png,E:\TT_exported\test\easy\hr\000000321.png,test\easy
322,1945,E:\TT_exported\test\easy\lr\000000322.png,E:\TT_exported\test\easy\hr\000000322.png,test\easy
323,DECKER,E:\TT_exported\test\easy\lr\000000323.png,E:\TT_exported\test\easy\hr\000000323.png,test\easy
324,DOUBLE,E:\TT_exported\test\easy\lr\000000324.png,E:\TT_exported\test\easy\hr\000000324.png,test\easy
325,THE,E:\TT_exported\test\easy\lr\000000325.png,E:\TT_exported\test\easy\hr\000000325.png,test\easy
326,SHOES,E:\TT_exported\test\easy\lr\000000326.png,E:\TT_exported\test\easy\hr\000000326.png,test\easy
327,EPBURN,E:\TT_exported\test\easy\lr\000000327.png,E:\TT_exported\test\easy\hr\000000327.png,test\easy
328,LINUX,E:\TT_exported\test\easy\lr\000000328.png,E:\TT_exported\test\easy\hr\000000328.png,test\easy
329,LINUX,E:\TT_exported\test\easy\lr\000000329.png,E:\TT_exported\test\easy\hr\000000329.png,test\easy
330,BENVENUTI,E:\TT_exported\test\easy\lr\000000330.png,E:\TT_exported\test\easy\hr\000000330.png,test\easy
331,Edition),E:\TT_exported\test\easy\lr\000000331.png,E:\TT_exported\test\easy\hr\000000331.png,test\easy
332,(Special,E:\TT_exported\test\easy\lr\000000332.png,E:\TT_exported\test\easy\hr\000000332.png,test\easy
333,Language,E:\TT_exported\test\easy\lr\000000333.png,E:\TT_exported\test\easy\hr\000000333.png,test\easy
334,Programming,E:\TT_exported\test\easy\lr\000000334.png,E:\TT_exported\test\easy\hr\000000334.png,test\easy
335,C++,E:\TT_exported\test\easy\lr\000000335.png,E:\TT_exported\test\easy\hr\000000335.png,test\easy
336,The,E:\TT_exported\test\easy\lr\000000336.png,E:\TT_exported\test\easy\hr\000000336.png,test\easy
337,HDL,E:\TT_exported\test\easy\lr\000000337.png,E:\TT_exported\test\easy\hr\000000337.png,test\easy
338,Verilog,E:\TT_exported\test\easy\lr\000000338.png,E:\TT_exported\test\easy\hr\000000338.png,test\easy
339,C++,E:\TT_exported\test\easy\lr\000000339.png,E:\TT_exported\test\easy\hr\000000339.png,test\easy
340,C++,E:\TT_exported\test\easy\lr\000000340.png,E:\TT_exported\test\easy\hr\000000340.png,test\easy
341,WDM,E:\TT_exported\test\easy\lr\000000341.png,E:\TT_exported\test\easy\hr\000000341.png,test\easy
342,OWS,E:\TT_exported\test\easy\lr\000000342.png,E:\TT_exported\test\easy\hr\000000342.png,test\easy
343,7000,E:\TT_exported\test\easy\lr\000000343.png,E:\TT_exported\test\easy\hr\000000343.png,test\easy
344,Cortex-A9,E:\TT_exported\test\easy\lr\000000344.png,E:\TT_exported\test\easy\hr\000000344.png,test\easy
345,ARM,E:\TT_exported\test\easy\lr\000000345.png,E:\TT_exported\test\easy\hr\000000345.png,test\easy
346,Vivado,E:\TT_exported\test\easy\lr\000000346.png,E:\TT_exported\test\easy\hr\000000346.png,test\easy
347,INTERCONTINENTAL,E:\TT_exported\test\easy\lr\000000347.png,E:\TT_exported\test\easy\hr\000000347.png,test\easy
348,Wuxing,E:\TT_exported\test\easy\lr\000000348.png,E:\TT_exported\test\easy\hr\000000348.png,test\easy
349,By,E:\TT_exported\test\easy\lr\000000349.png,E:\TT_exported\test\easy\hr\000000349.png,test\easy
350,LITERATURE,E:\TT_exported\test\easy\lr\000000350.png,E:\TT_exported\test\easy\hr\000000350.png,test\easy
351,MINORITY,E:\TT_exported\test\easy\lr\000000351.png,E:\TT_exported\test\easy\hr\000000351.png,test\easy
352,ETHNIC,E:\TT_exported\test\easy\lr\000000352.png,E:\TT_exported\test\easy\hr\000000352.png,test\easy
353,CHINESE,E:\TT_exported\test\easy\lr\000000353.png,E:\TT_exported\test\easy\hr\000000353.png,test\easy
354,THE,E:\TT_exported\test\easy\lr\000000354.png,E:\TT_exported\test\easy\hr\000000354.png,test\easy
355,UNIX,E:\TT_exported\test\easy\lr\000000355.png,E:\TT_exported\test\easy\hr\000000355.png,test\easy
356,Internals:,E:\TT_exported\test\easy\lr\000000356.png,E:\TT_exported\test\easy\hr\000000356.png,test\easy
357,JAE,E:\TT_exported\test\easy\lr\000000357.png,E:\TT_exported\test\easy\hr\000000357.png,test\easy
358,ARM,E:\TT_exported\test\easy\lr\000000358.png,E:\TT_exported\test\easy\hr\000000358.png,test\easy
359,Machino,E:\TT_exported\test\easy\lr\000000359.png,E:\TT_exported\test\easy\hr\000000359.png,test\easy
360,China,E:\TT_exported\test\easy\lr\000000360.png,E:\TT_exported\test\easy\hr\000000360.png,test\easy
361,ASTI,E:\TT_exported\test\easy\lr\000000361.png,E:\TT_exported\test\easy\hr\000000361.png,test\easy
362,G.,E:\TT_exported\test\easy\lr\000000362.png,E:\TT_exported\test\easy\hr\000000362.png,test\easy
363,D.,E:\TT_exported\test\easy\lr\000000363.png,E:\TT_exported\test\easy\hr\000000363.png,test\easy
364,alc./vol.,E:\TT_exported\test\easy\lr\000000364.png,E:\TT_exported\test\easy\hr\000000364.png,test\easy
365,7.5%,E:\TT_exported\test\easy\lr\000000365.png,E:\TT_exported\test\easy\hr\000000365.png,test\easy
366,1863,E:\TT_exported\test\easy\lr\000000366.png,E:\TT_exported\test\easy\hr\000000366.png,test\easy
367,ITALIA,E:\TT_exported\test\easy\lr\000000367.png,E:\TT_exported\test\easy\hr\000000367.png,test\easy
368,MARTINI,E:\TT_exported\test\easy\lr\000000368.png,E:\TT_exported\test\easy\hr\000000368.png,test\easy
369,MARTINI,E:\TT_exported\test\easy\lr\000000369.png,E:\TT_exported\test\easy\hr\000000369.png,test\easy
370,1863,E:\TT_exported\test\easy\lr\000000370.png,E:\TT_exported\test\easy\hr\000000370.png,test\easy
371,ITALIA,E:\TT_exported\test\easy\lr\000000371.png,E:\TT_exported\test\easy\hr\000000371.png,test\easy
372,9.5%,E:\TT_exported\test\easy\lr\000000372.png,E:\TT_exported\test\easy\hr\000000372.png,test\easy
373,alc./vol.,E:\TT_exported\test\easy\lr\000000373.png,E:\TT_exported\test\easy\hr\000000373.png,test\easy
374,ROSSI,E:\TT_exported\test\easy\lr\000000374.png,E:\TT_exported\test\easy\hr\000000374.png,test\easy
375,MARTINI,E:\TT_exported\test\easy\lr\000000375.png,E:\TT_exported\test\easy\hr\000000375.png,test\easy
376,ROSE,E:\TT_exported\test\easy\lr\000000376.png,E:\TT_exported\test\easy\hr\000000376.png,test\easy
377,ITALIA,E:\TT_exported\test\easy\lr\000000377.png,E:\TT_exported\test\easy\hr\000000377.png,test\easy
378,18,E:\TT_exported\test\easy\lr\000000378.png,E:\TT_exported\test\easy\hr\000000378.png,test\easy
379,Kronenbourg,E:\TT_exported\test\easy\lr\000000379.png,E:\TT_exported\test\easy\hr\000000379.png,test\easy
380,CONCHAY,E:\TT_exported\test\easy\lr\000000380.png,E:\TT_exported\test\easy\hr\000000380.png,test\easy
381,2017,E:\TT_exported\test\easy\lr\000000381.png,E:\TT_exported\test\easy\hr\000000381.png,test\easy
382,CARMENERE,E:\TT_exported\test\easy\lr\000000382.png,E:\TT_exported\test\easy\hr\000000382.png,test\easy
383,GRAN,E:\TT_exported\test\easy\lr\000000383.png,E:\TT_exported\test\easy\hr\000000383.png,test\easy
384,142,E:\TT_exported\test\easy\lr\000000384.png,E:\TT_exported\test\easy\hr\000000384.png,test\easy
385,129,E:\TT_exported\test\easy\lr\000000385.png,E:\TT_exported\test\easy\hr\000000385.png,test\easy
386,141,E:\TT_exported\test\easy\lr\000000386.png,E:\TT_exported\test\easy\hr\000000386.png,test\easy
387,140,E:\TT_exported\test\easy\lr\000000387.png,E:\TT_exported\test\easy\hr\000000387.png,test\easy
388,147,E:\TT_exported\test\easy\lr\000000388.png,E:\TT_exported\test\easy\hr\000000388.png,test\easy
389,146,E:\TT_exported\test\easy\lr\000000389.png,E:\TT_exported\test\easy\hr\000000389.png,test\easy
390,148,E:\TT_exported\test\easy\lr\000000390.png,E:\TT_exported\test\easy\hr\000000390.png,test\easy
391,149,E:\TT_exported\test\easy\lr\000000391.png,E:\TT_exported\test\easy\hr\000000391.png,test\easy
392,150,E:\TT_exported\test\easy\lr\000000392.png,E:\TT_exported\test\easy\hr\000000392.png,test\easy
393,169,E:\TT_exported\test\easy\lr\000000393.png,E:\TT_exported\test\easy\hr\000000393.png,test\easy
394,164,E:\TT_exported\test\easy\lr\000000394.png,E:\TT_exported\test\easy\hr\000000394.png,test\easy
395,162,E:\TT_exported\test\easy\lr\000000395.png,E:\TT_exported\test\easy\hr\000000395.png,test\easy
396,ROSE,E:\TT_exported\test\easy\lr\000000396.png,E:\TT_exported\test\easy\hr\000000396.png,test\easy
397,155,E:\TT_exported\test\easy\lr\000000397.png,E:\TT_exported\test\easy\hr\000000397.png,test\easy
398,154,E:\TT_exported\test\easy\lr\000000398.png,E:\TT_exported\test\easy\hr\000000398.png,test\easy
399,153,E:\TT_exported\test\easy\lr\000000399.png,E:\TT_exported\test\easy\hr\000000399.png,test\easy
400,167,E:\TT_exported\test\easy\lr\000000400.png,E:\TT_exported\test\easy\hr\000000400.png,test\easy
401,166,E:\TT_exported\test\easy\lr\000000401.png,E:\TT_exported\test\easy\hr\000000401.png,test\easy
402,171,E:\TT_exported\test\easy\lr\000000402.png,E:\TT_exported\test\easy\hr\000000402.png,test\easy
403,161,E:\TT_exported\test\easy\lr\000000403.png,E:\TT_exported\test\easy\hr\000000403.png,test\easy
404,COLOR,E:\TT_exported\test\easy\lr\000000404.png,E:\TT_exported\test\easy\hr\000000404.png,test\easy
405,COLOR,E:\TT_exported\test\easy\lr\000000405.png,E:\TT_exported\test\easy\hr\000000405.png,test\easy
406,COLOR,E:\TT_exported\test\easy\lr\000000406.png,E:\TT_exported\test\easy\hr\000000406.png,test\easy
407,PENCIL,E:\TT_exported\test\easy\lr\000000407.png,E:\TT_exported\test\easy\hr\000000407.png,test\easy
408,COLOR,E:\TT_exported\test\easy\lr\000000408.png,E:\TT_exported\test\easy\hr\000000408.png,test\easy
409,PENCIL,E:\TT_exported\test\easy\lr\000000409.png,E:\TT_exported\test\easy\hr\000000409.png,test\easy
410,COLOR,E:\TT_exported\test\easy\lr\000000410.png,E:\TT_exported\test\easy\hr\000000410.png,test\easy
411,PENCIL,E:\TT_exported\test\easy\lr\000000411.png,E:\TT_exported\test\easy\hr\000000411.png,test\easy
412,COLOR,E:\TT_exported\test\easy\lr\000000412.png,E:\TT_exported\test\easy\hr\000000412.png,test\easy
413,PENCIL,E:\TT_exported\test\easy\lr\000000413.png,E:\TT_exported\test\easy\hr\000000413.png,test\easy
414,COLOR,E:\TT_exported\test\easy\lr\000000414.png,E:\TT_exported\test\easy\hr\000000414.png,test\easy
415,PENCIL,E:\TT_exported\test\easy\lr\000000415.png,E:\TT_exported\test\easy\hr\000000415.png,test\easy
416,COLOR,E:\TT_exported\test\easy\lr\000000416.png,E:\TT_exported\test\easy\hr\000000416.png,test\easy
417,PENCIL,E:\TT_exported\test\easy\lr\000000417.png,E:\TT_exported\test\easy\hr\000000417.png,test\easy
418,COLOR,E:\TT_exported\test\easy\lr\000000418.png,E:\TT_exported\test\easy\hr\000000418.png,test\easy
419,PENCIL,E:\TT_exported\test\easy\lr\000000419.png,E:\TT_exported\test\easy\hr\000000419.png,test\easy
420,COLOR,E:\TT_exported\test\easy\lr\000000420.png,E:\TT_exported\test\easy\hr\000000420.png,test\easy
421,PENCIL,E:\TT_exported\test\easy\lr\000000421.png,E:\TT_exported\test\easy\hr\000000421.png,test\easy
422,PENCIL,E:\TT_exported\test\easy\lr\000000422.png,E:\TT_exported\test\easy\hr\000000422.png,test\easy
423,COLOR,E:\TT_exported\test\easy\lr\000000423.png,E:\TT_exported\test\easy\hr\000000423.png,test\easy
424,PENCIL,E:\TT_exported\test\easy\lr\000000424.png,E:\TT_exported\test\easy\hr\000000424.png,test\easy
425,COLOR,E:\TT_exported\test\easy\lr\000000425.png,E:\TT_exported\test\easy\hr\000000425.png,test\easy
426,PENCIL,E:\TT_exported\test\easy\lr\000000426.png,E:\TT_exported\test\easy\hr\000000426.png,test\easy
427,COLOR,E:\TT_exported\test\easy\lr\000000427.png,E:\TT_exported\test\easy\hr\000000427.png,test\easy
428,PENCIL,E:\TT_exported\test\easy\lr\000000428.png,E:\TT_exported\test\easy\hr\000000428.png,test\easy
429,COLOR,E:\TT_exported\test\easy\lr\000000429.png,E:\TT_exported\test\easy\hr\000000429.png,test\easy
430,PENCIL,E:\TT_exported\test\easy\lr\000000430.png,E:\TT_exported\test\easy\hr\000000430.png,test\easy
431,COLOR,E:\TT_exported\test\easy\lr\000000431.png,E:\TT_exported\test\easy\hr\000000431.png,test\easy
432,75d,E:\TT_exported\test\easy\lr\000000432.png,E:\TT_exported\test\easy\hr\000000432.png,test\easy
